name,district,mandate,votes,potential_voters,inside_voters,early_voters,outside_voters,attendance,early,outside
Гуртикова Екатерина Сергеевна,Перово,3,273,26757,3212,10,277,13.076951825690474,0.03737339761557723,1.0352431139514893
Жеребятьев Даниил Алексеевич,Перово,3,602,26757,3212,10,277,13.076951825690474,0.03737339761557723,1.0352431139514893
Калинин Сергей Владимирович,Перово,3,339,26757,3212,10,277,13.076951825690474,0.03737339761557723,1.0352431139514893
Комков Александр Викторович,Перово,3,333,26757,3212,10,277,13.076951825690474,0.03737339761557723,1.0352431139514893
Кузнецов Дмитрий Михайлович,Перово,3,411,26757,3212,10,277,13.076951825690474,0.03737339761557723,1.0352431139514893
Максимов Виктор Валерьевич,Перово,3,483,26757,3212,10,277,13.076951825690474,0.03737339761557723,1.0352431139514893
Нахошкин Алексей Дмитриевич,Перово,3,147,26757,3212,10,277,13.076951825690474,0.03737339761557723,1.0352431139514893
Осипов Василий Сергеевич,Перово,3,427,26757,3212,10,277,13.076951825690474,0.03737339761557723,1.0352431139514893
Петелин Юрий Николаевич,Перово,3,1146,26757,3212,10,277,13.076951825690474,0.03737339761557723,1.0352431139514893
Пономарев Алексей Анатольевич,Перово,3,1180,26757,3212,10,277,13.076951825690474,0.03737339761557723,1.0352431139514893
Ротарь Мария Алексеевна,Перово,3,174,26757,3212,10,277,13.076951825690474,0.03737339761557723,1.0352431139514893
Русакова Анастасия Андреевна,Перово,3,376,26757,3212,10,277,13.076951825690474,0.03737339761557723,1.0352431139514893
Трушкин Алексей Игоревич,Перово,3,519,26757,3212,10,277,13.076951825690474,0.03737339761557723,1.0352431139514893
Уткин Егор Сергеевич,Перово,3,246,26757,3212,10,277,13.076951825690474,0.03737339761557723,1.0352431139514893
Холодков Виталий Александрович,Перово,3,492,26757,3212,10,277,13.076951825690474,0.03737339761557723,1.0352431139514893
Чулюкин Артем Васильевич,Перово,3,303,26757,3212,10,277,13.076951825690474,0.03737339761557723,1.0352431139514893
Шаклычева-Компанец Елена Олеговна,Перово,3,1423,26757,3212,10,277,13.076951825690474,0.03737339761557723,1.0352431139514893
Яковлева Татьяна Владимировна,Перово,3,1325,26757,3212,10,277,13.076951825690474,0.03737339761557723,1.0352431139514893
Асеева Ирина Викторовна,Преображенское,1,1183,24308,3469,14,276,15.464044758927102,0.05759420766825736,1.1354286654599308
Багдасарян Давид Иванович,Преображенское,1,332,24308,3469,14,276,15.464044758927102,0.05759420766825736,1.1354286654599308
Бадулин Алексей Иванович,Преображенское,1,1199,24308,3469,14,276,15.464044758927102,0.05759420766825736,1.1354286654599308
Болотова Раиса Алексеевна,Преображенское,1,1184,24308,3469,14,276,15.464044758927102,0.05759420766825736,1.1354286654599308
Буртиев Омар Зетович,Преображенское,1,323,24308,3469,14,276,15.464044758927102,0.05759420766825736,1.1354286654599308
Горбов Борис Геннадиевич,Преображенское,1,1056,24308,3469,14,276,15.464044758927102,0.05759420766825736,1.1354286654599308
Ефанов Григорий Валерьевич,Преображенское,1,1053,24308,3469,14,276,15.464044758927102,0.05759420766825736,1.1354286654599308
Иноземцева Надежда Игоревна,Преображенское,1,1067,24308,3469,14,276,15.464044758927102,0.05759420766825736,1.1354286654599308
Комиссарова Наталья Львовна,Преображенское,1,1149,24308,3469,14,276,15.464044758927102,0.05759420766825736,1.1354286654599308
Малиновский Максим Анатольевич,Преображенское,1,211,24308,3469,14,276,15.464044758927102,0.05759420766825736,1.1354286654599308
Маркова Татьяна Алексеевна,Преображенское,1,175,24308,3469,14,276,15.464044758927102,0.05759420766825736,1.1354286654599308
Монахов Валерий Федорович,Преображенское,1,395,24308,3469,14,276,15.464044758927102,0.05759420766825736,1.1354286654599308
Петроченков Степан Сергеевич,Преображенское,1,360,24308,3469,14,276,15.464044758927102,0.05759420766825736,1.1354286654599308
Пиганов Арсений Яковлевич,Преображенское,1,429,24308,3469,14,276,15.464044758927102,0.05759420766825736,1.1354286654599308
Полякова Александра Григорьевна,Преображенское,1,855,24308,3469,14,276,15.464044758927102,0.05759420766825736,1.1354286654599308
Соколова Ксения Владимировна,Преображенское,1,450,24308,3469,14,276,15.464044758927102,0.05759420766825736,1.1354286654599308
Фирфаров Константин Владимирович,Преображенское,1,1083,24308,3469,14,276,15.464044758927102,0.05759420766825736,1.1354286654599308
Фомкин Никита Сергеевич,Преображенское,1,865,24308,3469,14,276,15.464044758927102,0.05759420766825736,1.1354286654599308
Хамзина Елена Николаевна,Преображенское,1,147,24308,3469,14,276,15.464044758927102,0.05759420766825736,1.1354286654599308
Царева Ирина Васильевна,Преображенское,1,475,24308,3469,14,276,15.464044758927102,0.05759420766825736,1.1354286654599308
Шереметьев Игорь Валентинович,Преображенское,1,960,24308,3469,14,276,15.464044758927102,0.05759420766825736,1.1354286654599308
Балмышев Алексей Валерьевич,Преображенское,2,184,23632,3674,29,247,16.71462423832092,0.12271496276235613,1.0451929587000677
Балмышева Роза Ахсановна,Преображенское,2,150,23632,3674,29,247,16.71462423832092,0.12271496276235613,1.0451929587000677
Бер Илья Леонидович,Преображенское,2,1355,23632,3674,29,247,16.71462423832092,0.12271496276235613,1.0451929587000677
Брилёв Александр Александрович,Преображенское,2,272,23632,3674,29,247,16.71462423832092,0.12271496276235613,1.0451929587000677
Бушуев Алексей Сергеевич,Преображенское,2,450,23632,3674,29,247,16.71462423832092,0.12271496276235613,1.0451929587000677
Волнов Юрий Анатольевич,Преображенское,2,1261,23632,3674,29,247,16.71462423832092,0.12271496276235613,1.0451929587000677
Гладышев Вадим Борисович,Преображенское,2,286,23632,3674,29,247,16.71462423832092,0.12271496276235613,1.0451929587000677
Давыдов Александр Викторович,Преображенское,2,312,23632,3674,29,247,16.71462423832092,0.12271496276235613,1.0451929587000677
Долотихин Юрий Викторович,Преображенское,2,339,23632,3674,29,247,16.71462423832092,0.12271496276235613,1.0451929587000677
Иванова Тамара Александровна,Преображенское,2,337,23632,3674,29,247,16.71462423832092,0.12271496276235613,1.0451929587000677
Казимиренко Николай Александрович,Преображенское,2,609,23632,3674,29,247,16.71462423832092,0.12271496276235613,1.0451929587000677
Киселев Артем Владимирович,Преображенское,2,1281,23632,3674,29,247,16.71462423832092,0.12271496276235613,1.0451929587000677
Кобзарь Светлана Николаевна,Преображенское,2,1182,23632,3674,29,247,16.71462423832092,0.12271496276235613,1.0451929587000677
Коминова Елена Борисовна,Преображенское,2,1425,23632,3674,29,247,16.71462423832092,0.12271496276235613,1.0451929587000677
Конкин Виталий Викторович,Преображенское,2,818,23632,3674,29,247,16.71462423832092,0.12271496276235613,1.0451929587000677
Никитин Михаил Владимирович,Преображенское,2,210,23632,3674,29,247,16.71462423832092,0.12271496276235613,1.0451929587000677
Пищулин Александр Евгеньевич,Преображенское,2,932,23632,3674,29,247,16.71462423832092,0.12271496276235613,1.0451929587000677
Протасов Роман Игоревич,Преображенское,2,111,23632,3674,29,247,16.71462423832092,0.12271496276235613,1.0451929587000677
Сафонов Владимир Александрович,Преображенское,2,1064,23632,3674,29,247,16.71462423832092,0.12271496276235613,1.0451929587000677
Сидоров Дмитрий Олегович,Преображенское,2,354,23632,3674,29,247,16.71462423832092,0.12271496276235613,1.0451929587000677
Соколов Алексей Алексеевич,Преображенское,2,464,23632,3674,29,247,16.71462423832092,0.12271496276235613,1.0451929587000677
Степина Виктория Владимировна,Преображенское,2,451,23632,3674,29,247,16.71462423832092,0.12271496276235613,1.0451929587000677
Тютюнник Сергей Витальевич,Преображенское,2,110,23632,3674,29,247,16.71462423832092,0.12271496276235613,1.0451929587000677
Алиев Мариф Ариф оглы,Северное Измайлово,1,111,18922,2429,7,208,13.973152943663461,0.03699397526688511,1.0992495507874431
Бекасов Александр Валентинович,Северное Измайлово,1,828,18922,2429,7,208,13.973152943663461,0.03699397526688511,1.0992495507874431
Белый Олег Иванович,Северное Измайлово,1,181,18922,2429,7,208,13.973152943663461,0.03699397526688511,1.0992495507874431
Веселков Валентин Игоревич,Северное Измайлово,1,503,18922,2429,7,208,13.973152943663461,0.03699397526688511,1.0992495507874431
Вишницкий Сергей Сергеевич,Северное Измайлово,1,124,18922,2429,7,208,13.973152943663461,0.03699397526688511,1.0992495507874431
Глухов Олег Евгеньевич,Северное Измайлово,1,563,18922,2429,7,208,13.973152943663461,0.03699397526688511,1.0992495507874431
Дятлов Леонид Юрьевич,Северное Измайлово,1,175,18922,2429,7,208,13.973152943663461,0.03699397526688511,1.0992495507874431
Карлов Денис Александрович,Северное Измайлово,1,791,18922,2429,7,208,13.973152943663461,0.03699397526688511,1.0992495507874431
Козлов Виктор Владимирович,Северное Измайлово,1,234,18922,2429,7,208,13.973152943663461,0.03699397526688511,1.0992495507874431
Корнеев Никита Викторович,Северное Измайлово,1,188,18922,2429,7,208,13.973152943663461,0.03699397526688511,1.0992495507874431
Марфин Андрей Вячеславович,Северное Измайлово,1,831,18922,2429,7,208,13.973152943663461,0.03699397526688511,1.0992495507874431
Михопулос Юлия Антонисовна,Северное Измайлово,1,205,18922,2429,7,208,13.973152943663461,0.03699397526688511,1.0992495507874431
Огородников Алексей Михайлович,Северное Измайлово,1,116,18922,2429,7,208,13.973152943663461,0.03699397526688511,1.0992495507874431
Олейников Александр Алексеевич,Северное Измайлово,1,271,18922,2429,7,208,13.973152943663461,0.03699397526688511,1.0992495507874431
Пименов Вячеслав Владимирович,Северное Измайлово,1,120,18922,2429,7,208,13.973152943663461,0.03699397526688511,1.0992495507874431
Пронин Виктор Климович,Северное Измайлово,1,286,18922,2429,7,208,13.973152943663461,0.03699397526688511,1.0992495507874431
Пронин Илья Викторович,Северное Измайлово,1,304,18922,2429,7,208,13.973152943663461,0.03699397526688511,1.0992495507874431
Романцова Оксана Тимофеевна,Северное Измайлово,1,111,18922,2429,7,208,13.973152943663461,0.03699397526688511,1.0992495507874431
Сергеев Александр Иванович,Северное Измайлово,1,792,18922,2429,7,208,13.973152943663461,0.03699397526688511,1.0992495507874431
Слободина Ольга Юрьевна,Северное Измайлово,1,134,18922,2429,7,208,13.973152943663461,0.03699397526688511,1.0992495507874431
Соловьев Алексей Игоревич,Северное Измайлово,1,552,18922,2429,7,208,13.973152943663461,0.03699397526688511,1.0992495507874431
Сопелев Сергей Васильевич,Северное Измайлово,1,83,18922,2429,7,208,13.973152943663461,0.03699397526688511,1.0992495507874431
Шабаев Дмитрий Александрович,Северное Измайлово,1,194,18922,2429,7,208,13.973152943663461,0.03699397526688511,1.0992495507874431
Швец Наталья Витальевна,Северное Измайлово,1,226,18922,2429,7,208,13.973152943663461,0.03699397526688511,1.0992495507874431
Щегольков Михаил Александрович,Северное Измайлово,1,535,18922,2429,7,208,13.973152943663461,0.03699397526688511,1.0992495507874431
Юликов Владимир Михайлович,Северное Измайлово,1,283,18922,2429,7,208,13.973152943663461,0.03699397526688511,1.0992495507874431
Аликов Александр Ахсарбекович,Северное Измайлово,2,178,18331,3245,13,355,19.70978124488571,0.07091811685123561,1.9366101140145109
Баландин Александр Иванович,Северное Измайлово,2,141,18331,3245,13,355,19.70978124488571,0.07091811685123561,1.9366101140145109
Барановский Дмитрий Сергеевич,Северное Измайлово,2,1504,18331,3245,13,355,19.70978124488571,0.07091811685123561,1.9366101140145109
Бодрова Елена Борисовна,Северное Измайлово,2,1214,18331,3245,13,355,19.70978124488571,0.07091811685123561,1.9366101140145109
Браматкина Алла Анатольевна,Северное Измайлово,2,1254,18331,3245,13,355,19.70978124488571,0.07091811685123561,1.9366101140145109
Ерохина Надежда Анатольевна,Северное Измайлово,2,211,18331,3245,13,355,19.70978124488571,0.07091811685123561,1.9366101140145109
Захаров Илья Викторович,Северное Измайлово,2,1194,18331,3245,13,355,19.70978124488571,0.07091811685123561,1.9366101140145109
Киреев Андрей Николаевич,Северное Измайлово,2,116,18331,3245,13,355,19.70978124488571,0.07091811685123561,1.9366101140145109
Козлов Владимир Владимирович,Северное Измайлово,2,287,18331,3245,13,355,19.70978124488571,0.07091811685123561,1.9366101140145109
Кузьмина Светлана Игоревна,Северное Измайлово,2,204,18331,3245,13,355,19.70978124488571,0.07091811685123561,1.9366101140145109
Лобов Алексей Борисович,Северное Измайлово,2,128,18331,3245,13,355,19.70978124488571,0.07091811685123561,1.9366101140145109
Маркова Екатерина Николаевна,Северное Измайлово,2,1243,18331,3245,13,355,19.70978124488571,0.07091811685123561,1.9366101140145109
Мартынов Сергей Валерьевич,Северное Измайлово,2,177,18331,3245,13,355,19.70978124488571,0.07091811685123561,1.9366101140145109
Нестерова Анна Евгеньевна,Северное Измайлово,2,1214,18331,3245,13,355,19.70978124488571,0.07091811685123561,1.9366101140145109
Пирожков Евгений Васильевич,Северное Измайлово,2,1173,18331,3245,13,355,19.70978124488571,0.07091811685123561,1.9366101140145109
Силаева Екатерина Геннадиевна,Северное Измайлово,2,1289,18331,3245,13,355,19.70978124488571,0.07091811685123561,1.9366101140145109
Скирдо Дмитрий Владимирович,Северное Измайлово,2,115,18331,3245,13,355,19.70978124488571,0.07091811685123561,1.9366101140145109
Степанишин Евгений Игоревич,Северное Измайлово,2,168,18331,3245,13,355,19.70978124488571,0.07091811685123561,1.9366101140145109
Степанишина Любовь Владимировна,Северное Измайлово,2,169,18331,3245,13,355,19.70978124488571,0.07091811685123561,1.9366101140145109
Тихонов Дмитрий Викторович,Северное Измайлово,2,111,18331,3245,13,355,19.70978124488571,0.07091811685123561,1.9366101140145109
Торопов Владимир Михайлович,Северное Измайлово,2,62,18331,3245,13,355,19.70978124488571,0.07091811685123561,1.9366101140145109
Чевтайкина Надежда Васильевна,Северное Измайлово,2,120,18331,3245,13,355,19.70978124488571,0.07091811685123561,1.9366101140145109
Чекаева Елена Владимировна,Северное Измайлово,2,134,18331,3245,13,355,19.70978124488571,0.07091811685123561,1.9366101140145109
Шевченко Денис Владимирович,Северное Измайлово,2,145,18331,3245,13,355,19.70978124488571,0.07091811685123561,1.9366101140145109
Аданюк Владимир Владимирович,Северное Измайлово,3,155,18333,2909,4,153,16.723940435280642,0.021818578519609447,0.8345606283750614
Аксенов Илья Алексеевич,Северное Измайлово,3,756,18333,2909,4,153,16.723940435280642,0.021818578519609447,0.8345606283750614
Бакулин Александр Иванович,Северное Измайлово,3,324,18333,2909,4,153,16.723940435280642,0.021818578519609447,0.8345606283750614
Банчукова Татьяна Алексеевна,Северное Измайлово,3,1232,18333,2909,4,153,16.723940435280642,0.021818578519609447,0.8345606283750614
Барабанов Алексей Юрьевич,Северное Измайлово,3,221,18333,2909,4,153,16.723940435280642,0.021818578519609447,0.8345606283750614
Белов Даниил Романович,Северное Измайлово,3,75,18333,2909,4,153,16.723940435280642,0.021818578519609447,0.8345606283750614
Егоров Сергей Сергеевич,Северное Измайлово,3,1047,18333,2909,4,153,16.723940435280642,0.021818578519609447,0.8345606283750614
Елисеев Александр Сергеевич,Северное Измайлово,3,187,18333,2909,4,153,16.723940435280642,0.021818578519609447,0.8345606283750614
Жуков Виктор Дмитриевич,Северное Измайлово,3,954,18333,2909,4,153,16.723940435280642,0.021818578519609447,0.8345606283750614
Захарова Екатерина Сергеевна,Северное Измайлово,3,221,18333,2909,4,153,16.723940435280642,0.021818578519609447,0.8345606283750614
Зинова Галина Яковлевна,Северное Измайлово,3,915,18333,2909,4,153,16.723940435280642,0.021818578519609447,0.8345606283750614
Молочко Александр Михайлович,Северное Измайлово,3,113,18333,2909,4,153,16.723940435280642,0.021818578519609447,0.8345606283750614
Орлов Ринат Иосифович,Северное Измайлово,3,166,18333,2909,4,153,16.723940435280642,0.021818578519609447,0.8345606283750614
Пашковский Владислав Владимирович,Северное Измайлово,3,98,18333,2909,4,153,16.723940435280642,0.021818578519609447,0.8345606283750614
Певунов Дмитрий Станиславович,Северное Измайлово,3,831,18333,2909,4,153,16.723940435280642,0.021818578519609447,0.8345606283750614
Рунтов Иван Иванович,Северное Измайлово,3,204,18333,2909,4,153,16.723940435280642,0.021818578519609447,0.8345606283750614
Сокирко Дмитрий Владимирович,Северное Измайлово,3,82,18333,2909,4,153,16.723940435280642,0.021818578519609447,0.8345606283750614
Соловкин Юрий Валерьевич,Северное Измайлово,3,653,18333,2909,4,153,16.723940435280642,0.021818578519609447,0.8345606283750614
Суркова Ирина Николаевна,Северное Измайлово,3,251,18333,2909,4,153,16.723940435280642,0.021818578519609447,0.8345606283750614
Сычев Ян Валерьевич,Северное Измайлово,3,206,18333,2909,4,153,16.723940435280642,0.021818578519609447,0.8345606283750614
Черпакова Галия Садековна,Северное Измайлово,3,832,18333,2909,4,153,16.723940435280642,0.021818578519609447,0.8345606283750614
Шарова Наталия Николаевна,Северное Измайлово,3,462,18333,2909,4,153,16.723940435280642,0.021818578519609447,0.8345606283750614
Агопян Нина Эдуардовна,Соколиная гора ,1,153,17114,2514,0,153,15.583732616571229,0.0,0.8940049082622414
Балмышев Алексей Валерьевич,Соколиная гора ,1,117,17114,2514,0,153,15.583732616571229,0.0,0.8940049082622414
Балмышева Роза Ахсановна,Соколиная гора ,1,107,17114,2514,0,153,15.583732616571229,0.0,0.8940049082622414
Зеленцов Анатолий Станиславович,Соколиная гора ,1,361,17114,2514,0,153,15.583732616571229,0.0,0.8940049082622414
Кияновский Дмитрий Александрович,Соколиная гора ,1,279,17114,2514,0,153,15.583732616571229,0.0,0.8940049082622414
Коненков Александр Иванович,Соколиная гора ,1,512,17114,2514,0,153,15.583732616571229,0.0,0.8940049082622414
Котельникова Наталия Львовна,Соколиная гора ,1,391,17114,2514,0,153,15.583732616571229,0.0,0.8940049082622414
Куприянова Ирина Михайловна,Соколиная гора ,1,534,17114,2514,0,153,15.583732616571229,0.0,0.8940049082622414
Кустов Алексей Евгеньевич,Соколиная гора ,1,148,17114,2514,0,153,15.583732616571229,0.0,0.8940049082622414
Митичкин Александр Евгеньевич,Соколиная гора ,1,1083,17114,2514,0,153,15.583732616571229,0.0,0.8940049082622414
Мосин Сергей Сергеевич,Соколиная гора ,1,621,17114,2514,0,153,15.583732616571229,0.0,0.8940049082622414
Николаенко Андрей Владимирович,Соколиная гора ,1,897,17114,2514,0,153,15.583732616571229,0.0,0.8940049082622414
Полещук Кирилл Владимирович,Соколиная гора ,1,424,17114,2514,0,153,15.583732616571229,0.0,0.8940049082622414
Раковская Лариса Викторовна,Соколиная гора ,1,163,17114,2514,0,153,15.583732616571229,0.0,0.8940049082622414
Ридный Алексей Николаевич,Соколиная гора ,1,178,17114,2514,0,153,15.583732616571229,0.0,0.8940049082622414
Скворцов Михаил Алексеевич,Соколиная гора ,1,983,17114,2514,0,153,15.583732616571229,0.0,0.8940049082622414
Стрелец Дмитрий Викторович,Соколиная гора ,1,114,17114,2514,0,153,15.583732616571229,0.0,0.8940049082622414
Таневский Дмитрий Александрович,Соколиная гора ,1,310,17114,2514,0,153,15.583732616571229,0.0,0.8940049082622414
Тихонова Ольга Викторовна,Соколиная гора ,1,1040,17114,2514,0,153,15.583732616571229,0.0,0.8940049082622414
Худайбердин Дамир Шамилевич,Соколиная гора ,1,84,17114,2514,0,153,15.583732616571229,0.0,0.8940049082622414
Бурова Елена Сергеевна,Соколиная гора ,2,291,16857,2888,0,152,18.034051136026577,0.0,0.9017025568013288
Голованова Лариса Евгеньевна,Соколиная гора ,2,1237,16857,2888,0,152,18.034051136026577,0.0,0.9017025568013288
Головкина Анастасия Ивановна,Соколиная гора ,2,699,16857,2888,0,152,18.034051136026577,0.0,0.9017025568013288
Диков Евгений Григорьевич,Соколиная гора ,2,359,16857,2888,0,152,18.034051136026577,0.0,0.9017025568013288
Дуняшева Алена Владимировна,Соколиная гора ,2,215,16857,2888,0,152,18.034051136026577,0.0,0.9017025568013288
Журавлева Галина Яковлевна,Соколиная гора ,2,1105,16857,2888,0,152,18.034051136026577,0.0,0.9017025568013288
Карпухин Сергей Дмитриевич,Соколиная гора ,2,1102,16857,2888,0,152,18.034051136026577,0.0,0.9017025568013288
Коробанова Надежда Владимировна,Соколиная гора ,2,229,16857,2888,0,152,18.034051136026577,0.0,0.9017025568013288
Кучеров Олег Борисович,Соколиная гора ,2,457,16857,2888,0,152,18.034051136026577,0.0,0.9017025568013288
Мелехов Иван Александрович,Соколиная гора ,2,1038,16857,2888,0,152,18.034051136026577,0.0,0.9017025568013288
Мосин Дмитрий Сергеевич,Соколиная гора ,2,774,16857,2888,0,152,18.034051136026577,0.0,0.9017025568013288
Петухова Елена Петровна,Соколиная гора ,2,220,16857,2888,0,152,18.034051136026577,0.0,0.9017025568013288
Родионов Вадим Станиславович,Соколиная гора ,2,653,16857,2888,0,152,18.034051136026577,0.0,0.9017025568013288
Твердохлебов Андрей Сергеевич,Соколиная гора ,2,254,16857,2888,0,152,18.034051136026577,0.0,0.9017025568013288
Трофимова Виталия Станиславовна,Соколиная гора ,2,571,16857,2888,0,152,18.034051136026577,0.0,0.9017025568013288
Шавшукова Татьяна Владимировна,Соколиная гора ,2,769,16857,2888,0,152,18.034051136026577,0.0,0.9017025568013288
Глухова Татьяна Евгеньевна,Соколиная гора ,3,270,17727,2712,2,145,16.127940429852767,0.011282224854741355,0.8179613019687483
Залеева Лиана Махмутовна,Соколиная гора ,3,177,17727,2712,2,145,16.127940429852767,0.011282224854741355,0.8179613019687483
Зинакова Светлана Григорьевна,Соколиная гора ,3,1126,17727,2712,2,145,16.127940429852767,0.011282224854741355,0.8179613019687483
Иванов Артур Владимирович,Соколиная гора ,3,238,17727,2712,2,145,16.127940429852767,0.011282224854741355,0.8179613019687483
Иванов Кирилл Викторович,Соколиная гора ,3,120,17727,2712,2,145,16.127940429852767,0.011282224854741355,0.8179613019687483
Кесова Нина Сергеевна,Соколиная гора ,3,182,17727,2712,2,145,16.127940429852767,0.011282224854741355,0.8179613019687483
Кирьянов Павел Павлович,Соколиная гора ,3,149,17727,2712,2,145,16.127940429852767,0.011282224854741355,0.8179613019687483
Кондриков Андрей Владимирович,Соколиная гора ,3,156,17727,2712,2,145,16.127940429852767,0.011282224854741355,0.8179613019687483
Кравченко Максим Владимирович,Соколиная гора ,3,193,17727,2712,2,145,16.127940429852767,0.011282224854741355,0.8179613019687483
Кульчицкая Татьяна Валерьевна,Соколиная гора ,3,102,17727,2712,2,145,16.127940429852767,0.011282224854741355,0.8179613019687483
Мещангин Владислав Иванович,Соколиная гора ,3,860,17727,2712,2,145,16.127940429852767,0.011282224854741355,0.8179613019687483
Пивкин Александр Афанасьевич,Соколиная гора ,3,201,17727,2712,2,145,16.127940429852767,0.011282224854741355,0.8179613019687483
Пинясов Николай Сергеевич,Соколиная гора ,3,736,17727,2712,2,145,16.127940429852767,0.011282224854741355,0.8179613019687483
Прохоров Николай Алексеевич,Соколиная гора ,3,1072,17727,2712,2,145,16.127940429852767,0.011282224854741355,0.8179613019687483
Стефанцев Тимофей Викторович,Соколиная гора ,3,191,17727,2712,2,145,16.127940429852767,0.011282224854741355,0.8179613019687483
Сутулов Анатолий Сергеевич,Соколиная гора ,3,381,17727,2712,2,145,16.127940429852767,0.011282224854741355,0.8179613019687483
Тимофеевская Мария Сергеевна,Соколиная гора ,3,171,17727,2712,2,145,16.127940429852767,0.011282224854741355,0.8179613019687483
Хомякова Наталия Вячеславовна,Соколиная гора ,3,170,17727,2712,2,145,16.127940429852767,0.011282224854741355,0.8179613019687483
Ченцов Владимир Борисович,Соколиная гора ,3,1104,17727,2712,2,145,16.127940429852767,0.011282224854741355,0.8179613019687483
Чулков Дмитрий Борисович,Соколиная гора ,3,644,17727,2712,2,145,16.127940429852767,0.011282224854741355,0.8179613019687483
Шпиньков Владимир Вячеславович,Соколиная гора ,3,611,17727,2712,2,145,16.127940429852767,0.011282224854741355,0.8179613019687483
Юсимов Борис Владимирович,Соколиная гора ,3,424,17727,2712,2,145,16.127940429852767,0.011282224854741355,0.8179613019687483
Ардин Николай Николаевич,Сокольники,1,504,16744,4134,23,127,25.585284280936456,0.13736263736263737,0.7584806497849976
Артемов Данил Вадимович,Сокольники,1,393,16744,4134,23,127,25.585284280936456,0.13736263736263737,0.7584806497849976
Базаркин Евгений Михайлович,Сокольники,1,495,16744,4134,23,127,25.585284280936456,0.13736263736263737,0.7584806497849976
Белобородов Сергей Владимирович,Сокольники,1,715,16744,4134,23,127,25.585284280936456,0.13736263736263737,0.7584806497849976
Васильева Лариса Викторовна,Сокольники,1,1001,16744,4134,23,127,25.585284280936456,0.13736263736263737,0.7584806497849976
Гусев Александр Витальевич,Сокольники,1,1475,16744,4134,23,127,25.585284280936456,0.13736263736263737,0.7584806497849976
Дильмухаметова Регина Маратовна,Сокольники,1,302,16744,4134,23,127,25.585284280936456,0.13736263736263737,0.7584806497849976
Евгеньева Татьяна Борисовна,Сокольники,1,286,16744,4134,23,127,25.585284280936456,0.13736263736263737,0.7584806497849976
Егорова Ирина Сергеевна,Сокольники,1,205,16744,4134,23,127,25.585284280936456,0.13736263736263737,0.7584806497849976
Жигулина Людмила Борисовна,Сокольники,1,574,16744,4134,23,127,25.585284280936456,0.13736263736263737,0.7584806497849976
Качалка Дмитрий Алексеевич,Сокольники,1,368,16744,4134,23,127,25.585284280936456,0.13736263736263737,0.7584806497849976
Кириллова Ольга Сергеевна,Сокольники,1,501,16744,4134,23,127,25.585284280936456,0.13736263736263737,0.7584806497849976
Козак Надежда Николаевна,Сокольники,1,479,16744,4134,23,127,25.585284280936456,0.13736263736263737,0.7584806497849976
Коробкова Елена Александровна,Сокольники,1,450,16744,4134,23,127,25.585284280936456,0.13736263736263737,0.7584806497849976
Костюченкова Наталья Юрьевна,Сокольники,1,212,16744,4134,23,127,25.585284280936456,0.13736263736263737,0.7584806497849976
Котенова Елена Горяевна,Сокольники,1,283,16744,4134,23,127,25.585284280936456,0.13736263736263737,0.7584806497849976
Кочеткова Елена Александровна,Сокольники,1,232,16744,4134,23,127,25.585284280936456,0.13736263736263737,0.7584806497849976
Крестовская Ирина Владимировна,Сокольники,1,760,16744,4134,23,127,25.585284280936456,0.13736263736263737,0.7584806497849976
Крючкова Наталья Борисовна,Сокольники,1,474,16744,4134,23,127,25.585284280936456,0.13736263736263737,0.7584806497849976
Кузнецова Екатерина Сергеевна,Сокольники,1,119,16744,4134,23,127,25.585284280936456,0.13736263736263737,0.7584806497849976
Любомищенко Юрий Кимович,Сокольники,1,110,16744,4134,23,127,25.585284280936456,0.13736263736263737,0.7584806497849976
Махмутов Павел Исхакович,Сокольники,1,389,16744,4134,23,127,25.585284280936456,0.13736263736263737,0.7584806497849976
Миронова Анастасия Александровна,Сокольники,1,212,16744,4134,23,127,25.585284280936456,0.13736263736263737,0.7584806497849976
Нефедова Людмила Тихоновна,Сокольники,1,101,16744,4134,23,127,25.585284280936456,0.13736263736263737,0.7584806497849976
Петухова Елена Петровна,Сокольники,1,112,16744,4134,23,127,25.585284280936456,0.13736263736263737,0.7584806497849976
Прокопенко Мария Викторовна,Сокольники,1,75,16744,4134,23,127,25.585284280936456,0.13736263736263737,0.7584806497849976
Рябинина Ирина Герольдовна,Сокольники,1,1282,16744,4134,23,127,25.585284280936456,0.13736263736263737,0.7584806497849976
Сентяев Владимир Прокопьевич,Сокольники,1,1224,16744,4134,23,127,25.585284280936456,0.13736263736263737,0.7584806497849976
Сигачева Валентина Васильевна,Сокольники,1,82,16744,4134,23,127,25.585284280936456,0.13736263736263737,0.7584806497849976
Соломатина Лариса Ивановна,Сокольники,1,728,16744,4134,23,127,25.585284280936456,0.13736263736263737,0.7584806497849976
Тихомирова Ирина Владиславовна,Сокольники,1,252,16744,4134,23,127,25.585284280936456,0.13736263736263737,0.7584806497849976
Фатхуллин Максим Вагизович,Сокольники,1,180,16744,4134,23,127,25.585284280936456,0.13736263736263737,0.7584806497849976
Фаустов Алексей Васильевич,Сокольники,1,551,16744,4134,23,127,25.585284280936456,0.13736263736263737,0.7584806497849976
