name,district,mandate,votes,potential_voters,inside_voters,early_voters,outside_voters,attendance,early,outside
Малушкова Кристина Сергеевна,Бибирево ,2,265,33012,3749,31,297,12.350054525627044,0.0939052465770023,0.8996728462377317
Невский Михаил Александрович,Бибирево ,2,349,33012,3749,31,297,12.350054525627044,0.0939052465770023,0.8996728462377317
Никитенко Елена Александровна,Бибирево ,2,901,33012,3749,31,297,12.350054525627044,0.0939052465770023,0.8996728462377317
Никифорова Елена Николаевна,Бибирево ,2,1124,33012,3749,31,297,12.350054525627044,0.0939052465770023,0.8996728462377317
Подтетенев Алексей Андреевич,Бибирево ,2,194,33012,3749,31,297,12.350054525627044,0.0939052465770023,0.8996728462377317
Распопова Ольга Павловна,Бибирево ,2,203,33012,3749,31,297,12.350054525627044,0.0939052465770023,0.8996728462377317
Рощупкин Дмитрий Дмитриевич,Бибирево ,2,192,33012,3749,31,297,12.350054525627044,0.0939052465770023,0.8996728462377317
Рудакова Светлана Александровна,Бибирево ,2,358,33012,3749,31,297,12.350054525627044,0.0939052465770023,0.8996728462377317
Смирнов Евгений Александрович,Бибирево ,2,406,33012,3749,31,297,12.350054525627044,0.0939052465770023,0.8996728462377317
Таньков Николай Михайлович,Бибирево ,2,458,33012,3749,31,297,12.350054525627044,0.0939052465770023,0.8996728462377317
Аменуэль Лариса Владимировна,Бибирево ,3,571,33489,3594,44,277,11.690405804891158,0.13138642539341278,0.8271372689539849
Байкиев Тимур Ильмирович,Бибирево ,3,249,33489,3594,44,277,11.690405804891158,0.13138642539341278,0.8271372689539849
Блохин Александр Владимирович,Бибирево ,3,518,33489,3594,44,277,11.690405804891158,0.13138642539341278,0.8271372689539849
Власкин Максим Геннадьевич,Бибирево ,3,1385,33489,3594,44,277,11.690405804891158,0.13138642539341278,0.8271372689539849
Воронин Сергей Анатольевич,Бибирево ,3,681,33489,3594,44,277,11.690405804891158,0.13138642539341278,0.8271372689539849
Ганжа Валентина Витальевна,Бибирево ,3,1587,33489,3594,44,277,11.690405804891158,0.13138642539341278,0.8271372689539849
Давыдов Владимир Станиславович,Бибирево ,3,671,33489,3594,44,277,11.690405804891158,0.13138642539341278,0.8271372689539849
Данилов Илья Вадимович,Бибирево ,3,392,33489,3594,44,277,11.690405804891158,0.13138642539341278,0.8271372689539849
Журавлев Алексей Евгеньевич,Бибирево ,3,543,33489,3594,44,277,11.690405804891158,0.13138642539341278,0.8271372689539849
Иванов Сергей Сергеевич,Бибирево ,3,472,33489,3594,44,277,11.690405804891158,0.13138642539341278,0.8271372689539849
Ленников Вячеслав Викторович,Бибирево ,3,291,33489,3594,44,277,11.690405804891158,0.13138642539341278,0.8271372689539849
Михеев Тимофей Алексеевич,Бибирево ,3,394,33489,3594,44,277,11.690405804891158,0.13138642539341278,0.8271372689539849
Никушкина Ирина Николаевна,Бибирево ,3,582,33489,3594,44,277,11.690405804891158,0.13138642539341278,0.8271372689539849
Панков Иван Леонидович,Бибирево ,3,427,33489,3594,44,277,11.690405804891158,0.13138642539341278,0.8271372689539849
Сычёва Елена Владимировна,Бибирево ,3,1290,33489,3594,44,277,11.690405804891158,0.13138642539341278,0.8271372689539849
Филиппенкова Светлана Борисовна,Бибирево ,3,1346,33489,3594,44,277,11.690405804891158,0.13138642539341278,0.8271372689539849
Филиппова Евгения Александровна,Бибирево ,3,1615,33489,3594,44,277,11.690405804891158,0.13138642539341278,0.8271372689539849
Барбашов Виктор Иванович,Бутырский,1,205,18980,2805,50,179,15.985247629083245,0.26343519494204426,0.9430979978925185
Большаков Денис Валериевич,Бутырский,1,805,18980,2805,50,179,15.985247629083245,0.26343519494204426,0.9430979978925185
Денежкина Марина Николаевна,Бутырский,1,819,18980,2805,50,179,15.985247629083245,0.26343519494204426,0.9430979978925185
Ивина Ольга Владимировна,Бутырский,1,113,18980,2805,50,179,15.985247629083245,0.26343519494204426,0.9430979978925185
Колосова Светлана Игоревна,Бутырский,1,224,18980,2805,50,179,15.985247629083245,0.26343519494204426,0.9430979978925185
