name,declined,parties,won
Тихонова Асия Фирдависовна,3,9,1
Умников Антон Геннадьевич,3,5,0
Финадеев Сергей Александрович,3,5,0
Чайковский Александр Сергеевич,3,8,0
Шевченко Виктор Терентьевич,3,3,0
Шмаринова Дария Алексеевна,3,9,0
Щерба Александр Валерьевич,3,5,0
Атапин Владимир Андреевич,0,3,0
Бартенева Елена Владимировна,0,7,0
Беликова Елена Александровна,0,10,0
Воробьев Сергей Валерьевич,0,5,0
Воронков Андрей Олегович,0,4,1
Горбунов Андрей Сергеевич,0,10,0
Иванова Ирина Станиславовна,0,4,0
Ильясов Фаиль Амирович,0,5,0
Кац Максим Петрович,0,0,0
Коваленко Иван Георгиевич,0,0,0
Кукайн Александр Сергеевич,0,5,0
Макшанцев Михаил Николаевич,0,10,0
Мелькумов Александр Александрович,0,9,1
Парушина Александра Евгеньевна,0,9,1
Пешков Николай Андреевич,0,10,0
Пиковская Лея Олеговна,0,9,0
Полишко Александр Львович,0,3,0
Пономарев Андрей Львович,0,5,0
Ротмистров Алексей Николаевич,0,4,0
Руденко Андрей Викторович,0,10,0
Сидоров Ярослав Северович,2,3,0
Сидорова Ирина Игоревна,2,15,0
Сомов Владислав Александрович,2,0,0
Тревашова Инга Николаевна,2,0,0
Чичи Наталия Софоклиевна,2,9,1
Чудновский Александр Олегович,2,9,1
Берестнев Юрий Юрьевич,0,0,0
Булатова Кира Дмитриевна,0,0,0
Вовкивский Геннадий Борисович,0,10,0
Гайнуллин Рустам Рагипович,0,8,0
Гераськин Сергей Федорович,0,5,0
Дашина Марина Ивановна,0,0,0
Денисова Алла Валерьевна,0,3,0
Дудукова Кристина Юрьевна,0,0,0
Дьяконова Любовь Викторовна,0,0,0
Измайлова Алла Александровна,0,4,0
Иконников Анатолий Петрович,0,5,0
Казаченко Александр Анатольевич,0,4,0
Козленко Александр Николаевич,0,5,0
Кузенкова Наталья Николаевна,0,10,1
Кукса Александр Анатольевич,0,10,0
Кулешов Станислав Олегович,0,8,0
Курзаев Павел Анатольевич,0,9,1
Лаврентьев Валентин Федорович,0,10,0
Максимов Дмитрий Вячеславович,0,9,1
Малахова Валерия Алексеевна,1,7,0
Мамиев Рафаил Закирович,1,8,0
Нечаева Екатерина Сергеевна,1,5,0
Никитская Анна Владимировна,1,3,0
Осипцова Светлана Александровна,1,10,0
Петров Дмитрий Александрович,1,9,1
Полетаев Евгений Владимирович,1,8,0
Радионова Оксана Евгеньевна,1,0,0
Расулов Муроджон Абдувахабович,1,3,0
Скрябин Денис Вячеславович,1,6,0
Соловьев Александр Сергеевич,1,0,0
Тралкова Елена Викторовна,1,0,0
Трясцын Владимир Юрьевич,1,9,1
Федулов Юрий Александрович,1,4,0
Цатурян Марат Камоевич,1,4,0
Цигипова Людмила Владимировна,1,4,0
Шишков Борис Владимирович,1,0,0
Апарин Виктор Юрьевич,0,5,0
Афонасова Зоя Федоровна,0,4,0
Бабичев Дмитрий Константинович,0,3,0
Балмышев Алексей Валерьевич,0,5,0
Веселая Людмила Викторовна,0,3,0
Вовк Елена Борисовна,0,4,0
Гагаев Александр Викторович,0,27,0
Глазкова Любовь Станиславовна,0,4,0
Гордеев Андрей Григорьевич,0,9,1
Гусев Олег Иванович,0,5,0
Дикарев Василий Андреевич,0,9,1
Зайцева Наталия Николаевна,0,0,0
Зак Михаил Викторович,0,9,1
Захаров Дмитрий Александрович,0,0,0
Зеленов Дмитрий Геннадьевич,0,9,1
Карасев Андрей Евгеньевич,0,27,0
Квасникова Ирина Павловна,0,0,0
Кириллов Юрий Николаевич,0,7,0
Китанин Роман Александрович,2,3,0
Лещанов Денис Евгеньевич,2,3,0
Мальцев Виталий Александрович,2,4,0
Манукян Арам Вазгенович,2,10,0
Морев Андрей Зиновьевич,2,9,1
Новиков Сергей Геннадьевич,2,8,0
Павлова Ирина Евгеньевна,2,10,0
Пархоменко Елена Георгиевна,2,0,0
Полетаев Владимир Викторович,2,8,0
Поликанова Екатерина Васильевна,2,10,0
Прокопенкова Светлана Владимировна,2,10,0
Просторов Павел Юрьевич,2,5,0
Серебряков Илья Владимирович,2,32,0
Силин Анатолий Иванович,2,0,0
Токарев Артем Александрович,2,4,0
Филиппов Валерий Васильевич,2,0,0
Фомина Галина Васильевна,2,10,0
Абрамов Сергей Владимирович,1,0,0
Баленков Никита Александрович,1,7,0
Болотов Николай Николаевич,1,10,1
