name,declined,parties,won
Тулупов Виталий Леонидович,0,4,0
Шавикова Марина Юрьевна,0,0,0
Асташев Максим Александрович,1,9,0
Ашихмина Марина Викторовна,1,5,0
Бабенко Евгений Петрович,1,10,1
Барзунова Мария Александровна,1,5,0
Бобруль Владимир Иванович,1,10,1
Бушуева Марина Вячеславна,1,7,0
Варников Илья Вадимович,1,9,0
Варшавская Наталья Викторовна,1,0,0
Воропаев Александр Анатольевич,1,9,0
Горбачев Сергей Сергеевич,1,9,1
Греков Александр Александрович,1,3,0
Гриценко Виктор Борисович,1,7,0
Дейнега Олеся Владимировна,1,0,0
Жигачев Василий Маратович,1,0,0
Жихарева Светлана Александровна,1,4,0
Илларионова Ольга Андреевна,1,5,0
Кондратьева Марина Всеволодовна,1,0,0
Кудряков Игорь Владимирович,1,0,0
Кудряшов Георгий Валентинович,1,0,0
Лазарев Александр Анатольевич,2,10,1
Лисюненко Ираклий Сергеевич,2,6,0
Лысенков Юрий Алексеевич,2,4,0
Любченко Дмитрий Аркадьевич,2,0,0
Павлова Ольга Анатольевна,2,8,0
Платова Ольга Георгиевна,2,8,0
Полегаева Ирина Леонардовна,2,10,0
Поляков Роман Николаевич,2,8,0
Потеряйко Сергей Николаевич,2,4,0
Примак Сергей Владимирович,2,4,0
Разговоров Дмитрий Николаевич,2,14",0
Соловьева Галина Николаевна,2,9,0
Ткачук Мария Евгеньевна,2,0,0
Фатеев Александр Владимирович,2,5,0
Халиуллин Руслан Рустамович,2,8,0
Шаманин Владимир Сергеевич,2,10,1
Шереметьева Юлия Андреевна,2,5,0
Артанов Игорь Иванович,0,0,0
Берендт Владимир Владимирович,0,14",0
Бреусова Ирина Львовна,0,5,0
Брюзгин Антон Владимирович,0,0,0
Бусько Владислав Вячеславович,0,8,0
Вирабян Нерсес Гегамович,0,5,0
Вонаршенко Елена Владимировна,0,0,0
Гончаров Дмитрий Александрович,0,4,0
Гуллер Нонна Викторовна,0,0,1
Гуцов Алексей Михайлович,0,5,0
Дерюга Иван Михайлович,0,0,0
Дибиров Шамиль Мусаевич,0,5,0
Дулин Виктор Сергеевич,0,9,1
Егоров Юрий Иванович,0,10,0
Зверев Станислав Викторович,0,0,0
Какителашвили Сергей Ильич,0,9,1
Карапетян Эдуард Агасиевич,0,0,0
Карулин Владимир Юрьевич,0,5,0
Кирюшина Светлана Викторовна,0,0,0
Кленцова Алина Михайловна,0,8,0
Колодкин Ефим Романович,1,9,1
Костюкович Максим Николаевич,1,0,0
Котов Николай Денисович,1,4,0
Кулыгин Алексей Кириллович,1,0,0
Лобанов Юрий Николаевич,1,10,0
Мезенцев Илья Николаевич,1,9,0
Молчанов Дмитрий Юрьевич,1,4,0
Муравьева Ольга Александровна,1,4,0
Наумова Анна Сергеевна,1,3,0
Орешкин Олег Анатольевич,1,8,0
Пономарева Ирина Викторовна,1,10,0
Рудберг Елена Борисовна,1,0,0
Савельев Андрей Антонович,1,8,0
Талызина Марианна Генриевна,1,0,0
Тимонина Мария Темуровна,1,4,0
Тиунова Виктория Викторовна,1,10,0
Шляпин Александр Сергеевич,1,0,0
Яковенко Вера Николаевна,1,10,1
Алексеев Олег Борисович,1,5,0
Арутюнов Александр Артурович,1,0,0
Барабанов Андрей Вячеславович,1,0,0
Бельба Валерий Николаевич,1,10,0
Брозалевский Вадим Леонидович,1,5,0
Воробьева Наталья Викторовна,1,4,0
Гоциридзе Илья Гурамович,1,0,0
Добышева Мария Владимировна,1,4,0
Дульцев Антон Вадимович,1,1,0
Ежов Олег Игоревич,1,0,0
Ермаков Кирилл Андреевич,1,10,0
Калинчев Сергей Эрикович,1,0,0
Кашинский Даниил Александрович,1,5,0
Котов Виктор Николаевич,1,9,1
Ломакин Сергей Викторович,1,0,0
Лутовинов Иван Алексеевич,1,3,0
Майорова Елена Валентиновна,1,10,1
Морозов Илья Валерьевич,1,9,1
Нилов Иван Владиславович,0,3,0
Осипов Петр Петрович,0,5,0
Пономаренко Виктор Витальевич,0,4,0
Рубцов Владислав Сергеевич,0,0,0
Смакотин Александр Сергеевич,0,10,0
Снежницкий Игорь Юрьевич,0,0,0
Шагалович Дмитрий Львович,0,4,0
Штейн Людмила Петровна,0,9,1
Шунин Андрей Борисович,0,3,0
Аляутдинов Ринат Рафикович,2,3,0
Аничкин Геннадий Викторович,2,10,1
Бондарь Вероника Михайловна,2,10,1
Буряков Сергей Вадимович,2,0,0
Герасимов Антон Павлович,2,9,0
Гизатулина Марина Александровна,2,9,0
Егоркин Алексей Викторович,2,0,0
Емельянов Кирилл Сергеевич,2,0,0
Ершова Любовь Анатольевна,2,0,0
Косоротов Сергей Александрович,2,3,0
Кроленко Александр Павлович,2,4,0
Кулишова Наталья Викторовна,2,5,0
Митин Алексей Петрович,2,5,0
Насонов Михаил Валерьевич,2,4,0
Павлов Евгений Вячеславович,2,0,0
Петрунин Виктор Дмитриевич,2,9,0
Плясов Александр Анатольевич,2,0,0
Пономаренко Сергей Викторович,0,4,0
Попов Дмитрий Игоревич,0,10,0
Прокшин Никита Владимирович,0,5,0
Ремизова Евгения Михайловна,0,9,1
Сафронов Виталий Викторович,0,7,0
Томченко Максим Андреевич,0,3,0
Фомичева Юлия Александровна,0,10,1
Шеметов Сергей Александрович,0,8,0
Артюшенков Василий Викторович,1,0,0
Архипов Юрий Александрович,1,0,1
Бандурин Михаил Алексеевич,1,4,0
Бывальцев Евгений Николаевич,1,0,0
Гарбер Михаил Юльевич,1,5,0
Ерофеева Татьяна Владимировна,1,16,0
Кавказский Николай Юрьевич,1,9,0
Коган Юрий Владимирович,1,5,0
Копосова Светлана Геннадьевна,1,7,0
Кроленко-Филиппова Надежда Юрьевна,1,4,0
Мазнев Андрей Анатольевич,1,3,0
Мамонтов Георгий Витальевич,1,10,1
Мейер Виктор Викторович,1,10,1
Мелоян Арсен Агасиевич,1,3,0
Мисюра Дмитрий Андреевич,1,8,0
Мищенко Станислав Викторович,1,5,0
Мохнев Артем Игоревич,1,8,0
Охапкин Юрий Кириллович,1,4,0
Панкин Александр Анатольевич,0,0,0
Поляков Александр Алексеевич,0,4,0
Саватеев Вадим Витальевич,0,0,0
Синьков Андрей Геннадьевич,0,10,0
Хамидуллин Владислав Фаатович,0,3,0
Черномор Андрей Александрович,0,9,0
Швейцов Николай Алексеевич,0,0,0
Эстон Олег Владимирович,0,10,1
Александров Алексей Геннадьевич,2,0,0
Баранова Светлана Павловна,2,10,0
Баранцев Виктор Сергеевич,2,9,1
Борисов Александр Сергеевич,2,0,0
Брумель Игорь Николаевич,2,8,0
Воронин Всеволод Михайлович,2,5,0
Гараев Артур Ирекович,2,3,0
Громов Артур Андреевич,2,3,0
Давыдов Денис Евгеньевич,2,10,1
Елистратов Алексей Александрович,2,10,0
Иванов Александр Александрович,2,0,0
Климентьев Роман Валерьевич,2,4,0
Колганов Дмитрий Александрович,2,7,0
Комов Александр Васильевич,2,10,0
Круглова Ольга Семеновна,2,10,0
Крылов Максим Юрьевич,2,3,0
Лексин Константин Григорьевич,2,4,0
Леонова Вера Александровна,2,9,1
Мазальская Ольга Владимировна,0,4,0
Марков Дмитрий Сергеевич,0,0,0
Минаева Алла Васильевна,0,4,0
Молочко Александр Михайлович,0,5,0
Мустафин Денис Рафаилович,0,9,0
Орехов Александр Владимирович,0,8,0
Павлинов Аркадий Борисович,0,4,0
Рыгалов Михаил Анатольевич,0,5,0
Таций Егор Сергеевич,0,9,1
Тишин Евгений Николаевич,0,3,0
Уразаева Марина Алексеевна,0,9,1
Хомутов Александр Борисович,0,5,0
Черняховский Борис Игоревич,0,3,0
Шарыпин Руслан Сергеевич,0,5,0
Юдина Наталья Сергеевна,0,0,0
Абдуллин Станислав Александрович,1,5,0
Балаш Валентин Станиславович,1,0,0
Баталин Геннадий Андреевич,1,7,0
Беликов Станислав Сергеевич,1,3,0
Бесько Ирина Владимировна,1,10,1
Борисенков Владимир Васильевич,1,4,0
Востриков Андрей Викторович,1,10,1
Девятый Юрий Иванович,1,5,0
Дюков Максим Александрович,1,5,0
Евлапова Наталья Владимировна,1,10,1
Емельянов Павел Александрович,1,10,1
Кирилина Наталья Николаевна,1,4,0
Кузнецов Владимир Сергеевич,1,4,0
Масленникова Алиса Константиновна,1,0,0
Матвеев Николай Петрович,1,10,1
Минаев Данил Ильясович,1,9,0
Могилан Кристина Юрьевна,1,3,0
Николаев Дмитрий Сергеевич,1,5,0
Островский Григорий Андреевич,0,9,0
Петрухин Дмитрий Иванович,0,3,0
Прошина Наталья Сергеевна,0,3,0
Псарёв Александр Игоревич,0,0,0
Пудов Денис Евгеньевич,0,5,0
Савельев Анатолий Сергеевич,0,4,0
Смирнова Анна Юрьевна,0,9,0
Тарасенкова Анна Викторовна,0,4,0
Усов Роман Валерьевич,0,9,0
Агневский Даниил Александрович,0,9,0
Айнетдинов Шамиль Тахирович,0,0,0
Алёхин Олег Николаевич,0,10,0
Безрукова Елена Георгиевна,0,7,0
Бекетов Александр Александрович,0,4,0
Болотин Максим Олегович,0,9,0
Волкова Анастасия Викторовна,0,17,0
Горинов Алексей Александрович,0,0,1
Дружнова Елена Николаевна,0,3,0
Елисаветский Максим Константинович,0,8,0
Ильин Роман Анатольевич,0,4,0
Котёночкина Елена Александровна,0,0,1
Крошкин Лев Леонидович,0,0,0
Кунцевич Елена Георгиевна,0,3,0
Леднев Александр Иванович,0,5,0
Максимов Сергей Михайлович,0,10,0
Мохов Алексей Викторович,0,0,1
Порецкова Татьяна Валерьевна,0,10,0
Репин Иван Владимирович,0,0,0
Росс Антон Викторович,0,5,0
Рощин Афанасий Иванович,0,10,0
Сальников Юрий Александрович,0,4,0
Сидорин Дмитрий Анатольевич,0,5,0
Суворов Кирилл Александрович,0,4,0
Титов Сергей Сергеевич,0,9,0
Федотов Артём Владимирович,0,5,0
Царьков Петр Анатольевич,0,0,1
Чепинога Алла Валерьевна,0,23,0
Шапиро Юлия Вадимовна,0,9,0
Шарапов Алексей Андреевич,0,5,0
Щанин Александр Семенович,0,9,0
Щетнева Елена Евгеньевна,0,10,0
Яшин Илья Валерьевич,0,0,1
Базеева Алевтина Николаевна,1,10,1
Бирюков Михаил Юрьевич,1,0,1
Бубенцова Ирина Викторовна,1,7,0
Гапонов Андрей Николаевич,1,8,0
Долгов Алексей Валерьевич,1,0,0
Каляев Мерген Владимирович,1,5,0
Караева Светлана Халидовна,1,10,1
Крутов Александр Александрович,1,5,0
Крылов Владимир Дмитриевич,1,4,0
Лобанов Денис Александрович,1,3,0
Лошков Дмитрий Борисович,1,4,0
Мищенко Илья Александрович,1,0,1
Мулюков Руслан Ханифович,1,3,0
Наумчева Алла Павловна,1,0,0
Низовцев Вячеслав Иванович,1,4,0
Павленко Роман Владимирович,1,4,0
Рощина Мария Афанасьевна,1,10,0
Торбиевский Петр Григорьевич,1,8,0
Тяпкова Ирина Владимировна,0,0,0
Хайретдинов Олег Анатольевич,0,0,0
Цветкова Ольга Алексеевна,0,10,0
Чекин Алексей Владимирович,0,4,0
Шолохова Ольга Константиновна,0,10,1
Бакин Анатолий Евгеньевич,3,4,0
Васильев Андрей Владимирович,3,3,0
Вихлянцев Роман Вячеславович,3,5,0
Гапонов Олег Васильевич,3,0,0
Гриничев Антон Эдуардович,3,0,0
Грушнин Валерий Павлович,3,0,0
Гумаров Александр Ринатович,3,0,0
Данилова Анна Геннадьевна,3,10,1
Долинский Максим Семенович,3,9,1
Закускин Александр Андреевич,3,10,1
Иорданян Альберт Вардович,3,10,1
Калашникова Мария Викторовна,3,5,0
Каракуц Александр Анатольевич,3,10,0
Каримов Рустам Шамилевич,3,3,0
Красников Георгий Евгеньевич,3,0,0
Кукин Алексей Владимирович,3,0,0
Мацак Станислав Анатольевич,3,6,0
Медведев Кирилл Феликсович,2,4,0
Мизеров Иван Игоревич,2,4,0
Николаева Ксения Алексеевна,2,8,0
Никулин Александр Владимирович,2,8,0
Новиков Арсений Дмитриевич,2,17,0
Павлова Татьяна Николаевна,2,10,0
Панасенко Игорь Михайлович,2,0,1
Панина Елена Николаевна,2,8,0
Проничкин Дмитрий Викторович,2,0,0
Ржевский Сергей Александрович,2,5,0
Рубе Вера Сергеевна,2,3,0
Самошкина Алена Николаевна,2,0,0
Степанов Владислав Сергеевич,2,9,0
Фаттяхетдинов Рафик Абдулкадирович,2,8,0
Фомичева Елена Алексеевна,2,4,0
Хирин Сергей Викторович,2,5,0
Чжен Валерий Юрьевич,2,5,0
Щербань Анастасия Юрьевна,2,4,0
Аксенова Ольга Александровна,7,0,1
Беззубова Елена Анатольевна,7,10,0
Бондаренко Алексей Андреевич,7,0,0
Голубева Светлана Александровна,7,3,0
Грачев Алексей Витальевич,7,0,0
Демидов Антон Владимирович,7,4,0
Егорычева Светлана Викторовна,7,4,0
Епифанова Вероника Валерьевна,7,10,0
Иванова-Голицина Ольга Эдуардовна,7,10,0
Калужин Павел Борисович,7,0,0
Ковалевский Денис Григорьевич,7,9,1
Комаров Алексей Владимирович,7,8,0
Марков Евгений Андреевич,7,4,0
Нестерова Светлана Ивановна,4,8,0
Нуждин-Белинский Николай Дмитриевич,4,4,0
Полукеев Николай Олегович,4,0,0
Прохоренкова Анастасия Николаевна,4,5,0
Рейнхиммель Юрий Александрович,4,9,1
Ретеюм Алексей Александрович,4,10,1
Ржевский Роман Александрович,4,5,0
Рыбачук Валерий Геннадьевич,4,3,0
Середина Надежда Митрофановна,4,5,0
Скороходова Елена Дмитриевна,4,8,0
Толмачева Надежда Сергеевна,4,10,1
Чулков Николай Константинович,4,4,0
Шингаркин Юрий Юрьевич,4,8,0
Асвойнова Марианна Игоревна,5,0,0
Байлагасов Алексей Николаевич,5,7,0
Балакирев Сергей Ваганович,5,3,0
Болтенков Михаил Вячеславович,5,4,0
Гордеев Валерий Викторович,5,0,0
Гривцова Екатерина Михайловна,5,0,0
Денисенко Татьяна Ивановна,5,4,0
Кавун Андрей Николаевич,5,4,0
Климентьев Станислав Евгеньевич,5,0,0
Крячко Ирина Анатольевна,5,8,0
Любжин Максим Сергеевич,5,5,0
Мазурин Артем Юрьевич,5,6,0
Моисеев Алексей Александрович,5,5,0
Овчинникова Кристина Николаевна,5,3,0
Пальгова Виктория Олеговна,5,0,1
Самойлова Наталья Михайловна,0,10,0
Сорокина Дарья Николаевна,0,0,0
Суходрев Ксения Сергеевна,0,5,0
Тихонов Владимир Петрович,0,0,0
Ткач Елена Валериевна,0,10,0
Туровский Максим Валерьевич,0,0,0
Утехин Борис Всеволодович,0,8,0
Юшин Анатолий Павлович,0,0,1
Яновицкая Татьяна Павловна,0,0,1
Ярханова Надежда Ивановна,0,10,0
Арестов Валерий Николаевич,4,4,0
Богомолова Марина Васильевна,4,4,0
Боженов Дмитрий Валерьевич,4,7,0
Васильев Николай Владимирович,4,9,1
Грехова Татьяна Анатольевна,4,0,1
Денисова Елена Константиновна,4,10,1
Кайер Валерий Викторович,4,6,0
Канурин Алексей Иванович,4,4,0
Караулов Андрей Александрович,4,5,0
Коваленко Виктор Геннадьевич,4,8,0
Кузнецова Елена Николаевна,4,0,0
Лоншаков Михаил Юрьевич,4,0,0
Мельникова Юлия Валентиновна,4,8,0
Мишин Сергей Анатольевич,4,0,0
Невенчанная Ингрида Алгимондовна,0,0,0
Непомнящих Дмитрий Викторович,0,10,0
Оградюк Максим Сидорович,0,0,0
Орбачевская Лия Анатольевна,0,0,0
Петряков Андрей Валерьевич,0,0,0
Постнов Александр Васильевич,0,3,0
Успенская Екатерина Юрьевна,0,0,0
Фомин Михаил Михайлович,0,3,0
Чебурахина Елизавета Георгиевна,0,10,0
Аверьянов Андрей Борисович,1,0,0
Акулова Светлана Владимировна,1,10,0
Алексеев Антон Григорьевич,1,10,1
Алхимов Юрий Викторович,1,4,0
Белинский Александр Владимирович,1,5,0
Бортновский Дмитрий Константинович,1,7,0
Гарбуз Денис Александрович,1,0,0
Гладков Иван Юрьевич,1,0,0
Ефимов Виктор Дмитриевич,1,4,0
Курманов Иван Сергеевич,1,3,0
Минина Светлана Марковна,1,8,0
Миновская Лада Анатольевна,1,0,0
Новиков Владимир Николаевич,1,5,0
Ракчеев Алексей Васильевич,1,8,0
Рожков Дмитрий Сергеевич,1,5,0
Рязанский Владимир Михайлович,1,0,0
Смирнов Алексей Викторович,1,4,0
Трушля Юлия Олеговна,1,3,0
Юмалин Дмитрий Павлович,1,0,1
Яндиев Магомет Исаевич,1,0,1
Аваев Антон Алексеевич,2,7,0
Бочаров Сергей Николаевич,2,0,0
Бронников Михаил Александрович,2,4,0
Виноградова Маргарита Вениаминовна,2,5,0
Геворгян Армен Карапетович,2,8,0
Гесслер Кристина Андреевна,2,0,1
Григорьева Валентина Петровна,2,4,0
Гришина Ирина Викторовна,2,8,0
Гуляева Ирина Владимировна,2,10,0
Ивашкина Елена Валерьевна,2,0,1
Калацкая Екатерина Валерьевна,2,0,0
Колобова Маргарита Львовна,2,10,0
Петров Петр Петрович,2,10,0
Ромашкевич Анастасия Юрьевна,2,0,1
Рыбак Андрей Станиславович,2,0,0
Семенова Татьяна Борисовна,2,0,0
Туманов Андрей Владимирович,2,8,0
Чёрный Дмитрий Владимирович,1,0,0
Шевченко Наталия Викторовна,1,4,0
Алатырцева Людмила Александровна,1,8,0
Ахметова Гольназ Илгизовна,1,10,1
Берлетов Никита Юрьевич,1,7,0
Богачев Василий Викторович,1,0,0
Бочаров Евгений Николаевич,1,0,0
Бударина Тамара Валерьевна,1,0,0
Гаврилова Ольга Георгиевна,1,4,0
Галкин Дмитрий Николаевич,1,0,0
Еремеев Андрей Иванович,1,4,0
Кирюхина Наталия Александровна,1,0,0
Михеев Георгий Ивлиевич,1,4,0
Михеев Олег Константинович,1,3,0
Новиков Юрий Владимирович,1,0,0
Носиков Виктор Владимирович,1,10,1
Пушков Геннадий Евгеньевич,1,8,0
Ракчеева Наталья Владимировна,1,8,0
Салаутдинов Султан Абдурахманович,1,5,0
Симакин Илья Владимирович,1,0,0
Ситдиков Ахмят Умярович,1,10,1
Соболев Кирилл Дмитриевич,1,5,0
Соколов Андрей Алексеевич,1,0,0
Строкатов Владимир Александрович,1,0,0
Струков Владимир Александрович,1,0,0
Федоров Вадим Андреевич,1,0,0
Юдин Лев Игоревич,1,0,0
Агаян Александр Владимирович,0,8,0
Андрушко Павел Сергеевич,0,10,0
Арутюнян Асатур Амбарцумович,0,0,0
Арушанян Алексей Анатольевич,0,9,0
Ашихмина Марина Викторовна,0,5,0
Безручко Бронислав Николаевич,0,4,0
Беневоленский Сергей Борисович,0,4,0
Вихлянцева Юлия Владимировна,0,5,0
Гордзейко Тамара Васильевна,0,10,1
Демидова Кристина Александровна,0,5,0
Джалилова Лейла Мухтаровна,0,5,0
Зуев Александр Ильич,0,10,1
Иванова Валентина Николаевна,0,10,0
Калинина Людмила Викторовна,0,8,0
Канаев Илья Михайлович,0,0,0
Кардава Борис Эльгуджевич,0,5,0
Кузнецов Александр Сергеевич,0,0,0
Макарова Наталья Викторовна,0,9,1
Маркус Борис Владимирович,0,9,1
Медведев Дмитрий Андреевич,1,0,0
Миллер Дмитрий Георгиевич,1,8,0
Овчинников Георгий Владимирович,1,4,0
Парахневич Алексей Евгеньевич,1,8,0
Полуянова Валентина Михайловна,1,4,0
Постаногов Игорь Викторович,1,7,0
Прихидный Кирилл Александрович,1,9,0
Рябец Ирина Анатольевна,1,8,0
Святошова Юлия Васильевна,1,0,0
Соболев Евгений Андреевич,1,4,0
Таранов Антон Владимирович,1,9,0
Углова Елена Константиновна,1,6,0
Фадеев Александр Валерьевич,1,7,0
Черезова Ольга Владимировна,1,10,1
Аперян Карен Манвелович,1,10,1
Бережной Антон Владимирович,1,6,0
Бондарева Светлана Николаевна,1,10,1
Борисов Владимир Геннадьевич,1,8,0
Викторова Татьяна Викторовна,1,10,1
Ганцов Камиль Шамилевич,1,4,0
Гришанова Анна Вячеславовна,1,9,0
Губин Иван Юрьевич,1,3,0
Дмитриева Ирина Николаевна,1,10,1
Емельянова Анастасия Сергеевна,1,8,0
Захарченко Елена Анатольевна,1,4,0
Казакова Марина Александровна,1,7,0
Кожеуров Иван Сергеевич,1,5,0
Красовский Сергей Петрович,1,8,0
Кремлева Мария Валерьевна,1,8,0
Лебедев Борис Николаевич,1,4,0
Молокоедов Игорь Владимирович,1,10,1
Набатян Левон Борисович,1,8,0
Никишин Станислав Михайлович,0,5,0
Нилов Михаил Витальевич,0,5,0
Нинуа Нодари Григорьевич,0,9,0
Образцов Артем Александрович,0,9,0
Сёмин Василий Борисович,0,5,0
Сивцова Ирина Юрьевна,0,4,0
Федина Екатерина Юрьевна,0,3,0
Филиппов Сергей Викторович,0,9,0
Черный Григорий Лукич,0,4,0
Абрамова Наталия Александровна,1,8,0
Авдусин Антон Андреевич,1,9,0
Бакланов Александр Александрович,1,5,0
Воронцов Михаил Александрович,1,0,0
Иванов Руслан Игоревич,1,8,0
Козленко Евгений Николаевич,1,5,0
Королев Сергей Владимирович,1,4,0
Куприянов Евгений Николаевич,1,0,0
Лапченко Сергей Александрович,1,8,0
Лермонтова Валентина Александровна,1,4,0
Литкова Маргарита Борисовна,1,4,0
Мезенова Елена Алексеевна,1,8,0
Меркулов Павел Андреевич,1,9,0
Михайлов Максим Васильевич,1,9,0
Пермяков Александр Леонидович,1,5,0
Пономарев Михаил Владимирович,1,9,0
Расторгуева Александра Сергеевна,1,9,0
Свиридов Илья Тимурович,1,8,1
Смышляев Алексей Викторович,1,4,0
Троицкая Татьяна Викторовна,1,10,1
Тунин Андрей Юрьевич,1,0,0
Уткина Мария Борисовна,1,10,1
Худяков Андрей Юрьевич,1,4,0
Хуторной Алексей Евгеньевич,1,10,1
Черных Николь Валентиновна,1,10,0
Шарыпин Руслан Сергеевич,1,5,0
Яценко Галина Александровна,1,10,1
Бреусов Александр Сергеевич,0,5,0
Быстрова Елена Владимировна,0,0,0
Вожеватов Максим Михайлович,0,5,0
Дугин Сергей Александрович,0,0,0
Каменских Владимир Николаевич,0,10,0
Коледа Мария Васильевна,0,0,0
Королёва Мария Львовна,0,0,0
Любченко Дмитрий Аркадьевич,0,0,0
Мазур Сергей Владимирович,0,10,0
Молодых Марина Евгеньевна,0,3,0
Осипов Александр Александрович,0,6,0
Павленков Юрий Викторович,0,8,0
Пашинцев Борис Анатольевич,0,0,0
Пономарев Николай Васильевич,0,4,0
Рогачёва Анна Геннадьевна,0,4,0
Симонова Ирина Александровна,0,7,0
Стоянова Дина Дмитриевна,0,10,0
Третьяков Дмитрий Александрович,0,9,1
Турушев Евгений Иванович,0,5,0
Фарвазов Марат Валерьевич,0,3,0
Федорук Андрей Васильевич,0,0,0
Филимонов Глеб Борисович,0,8,0
Фильченко Галина Александровна,0,9,1
Шинкаренко Николай Борисович,0,0,1
Аржакова Елена Александровна,3,3,0
Артемьев Сергей Петрович,3,8,0
Байер Маркус Артурович,3,5,0
Боженов Артем Юрьевич,3,9,1
Глаголев Павел Дмитриевич,3,5,0
Горнаков Николай Николаевич,3,8,0
Грецкая Марина Валерьевна,3,9,1
Евтеев Михаил Александрович,3,0,0
Калашникова Марина Николаевна,3,3,0
Канева Светлана Юрьевна,3,0,0
Кодзоев Заурбек Магомедович,3,10,0
Костенко Александр Владимирович,3,4,0
Кудряшов Николай Игоревич,3,4,0
Мастерова Виктория Ивановна,3,4,0
Попов Александр Вячеславович,3,10,0
Симоненко Анатолий Николаевич,3,0,0
Смирнов Андрей Николаевич,0,5,0
Хараидзе Кетеван Гурамовна,0,9,1
Харламов Василий Эдуардович,0,0,0
Хомяков Владимир Константинович,0,8,0
Штадлина Елена Анатольевна,0,7,0
Юшков Анатолий Константинович,0,10,0
Абузяров Руфат Рафаилович,2,0,0
Алексеев Александр Всеволодович,2,0,0
Богомолов Дмитрий Александрович,2,3,0
Большаков Дмитрий Викторович,2,5,0
Булочников Андрей Владимирович,2,5,0
Вальдес Одриосола Мария Сантьяговна,2,8,0
Воевода Николай Дмитриевич,2,0,0
Востриков Денис Владимирович,2,9,1
Гусева Елена Анатольевна,2,7,0
Крюков Антон Васильевич,2,4,0
Малышев Павел Александрович,2,10,0
Павленко Ирина Алексеевна,2,8,0
Певчев Александр Владимирович,2,0,0
Попова Людмила Петровна,2,4,0
Сальников Олег Евгеньевич,2,4,0
Селезнева Светлана Геннадиевна,2,5,0
Середа Денис Сергеевич,2,9,1
Словак Татьяна Олеговна,2,10,0
Титов Вячеслав Константинович,0,9,1
Тихонов Виталий Иванович,0,8,0
Щербакова Ольга Анатольевна,0,10,0
Абазарли Виктория Андреевна,3,8,0
Алексеенко Александр Николаевич,3,0,0
Базлуцкий Роман Павлович,3,0,0
Браташова Татьяна Александровна,3,5,0
Григорьев Дмитрий Викторович,3,4,0
Григорьева Марина Владимировна,3,10,0
Жук Виктория Васильевна,3,4,0
Захарова Виталия Евгеньевна,3,0,0
Зимин Александр Георгиевич,3,0,0
Купрова Елена Викторовна,3,10,1
Литвин Никита Сергеевич,3,9,1
Мамичев Александр Георгиевич,3,4,0
Наркунене Людмила Николаевна,3,10,0
Павленко Александр Александрович,3,8,0
Пищулина Екатерина Сергеевна,3,7,0
Семененко Виталий Владимирович,3,0,0
Федосеев Ярослав Юрьевич,3,5,0
Ханнанов Денис Ирэкович,0,8,0
Чирков Максим Александрович,0,5,0
Шульга Юлия Юрьевна,0,0,0
Якубович Яков Борисович,0,9,1
Абрамов Антон Ильич,0,4,0
Азар Илья Вильямович,0,0,1
Арифуллина Екатерина Ануаровна,0,8,0
Байдакова Майя Николаевна,0,9,0
Бурганов Игорь Александрович,0,10,0
Волконская Мария Сергеевна,0,0,0
Гарелина Мария Николаевна,0,8,0
Грязнова Анна Михайловна,0,9,1
Гущина Нина Владимировна,0,10,0
Зверев Денис Викторович,0,3,0
Изюмская Елена Владимировна,0,15,0
Иноземцев Никита Владиславович,0,4,0
Карнаухов Алексей Владимирович,0,9,1
Кондратчик Юрий Константинович,0,6,0
Королева Анастасия Александровна,0,5,0
Костина Елена Андреевна,0,3,0
Лукьянова Анна Константиновна,0,0,1
Мансарлийская Людмила Федоровна,0,10,0
Мансуров Антон Александрович,0,5,0
Милантьев Константин Станиславович,3,0,0
Нахимсон Александр Эммануилович,3,9,1
Павлова Татьяна Львовна,3,10,0
Перфильев Виктор Вячеславович,3,8,0
Пирогов Григорий Степанович,3,0,0
Попова Эмма Семеновна,3,10,0
Сафонов Дмитрий Анатольевич,3,5,0
Серин Илья Александрович,3,5,0
Смирнов Антон Дмитриевич,3,4,0
Тегина Татьяна Михайловна,3,8,0
Чистый Михаил Борисович,3,4,0
Яковлев Сергей Иванович,3,5,0
Алифанов Антон Викторович,1,0,1
Ананьина Татьяна Александровна,1,4,0
Бальде Максим Сергеевич,1,6,0
Венедиктов Вадим Аркадьевич,1,0,1
Виноградова Ольга Станиславовна,1,7,0
Волков Тимур Юрьевич,1,0,0
Господарик Николай Юрьевич,1,9,1
Гребенкин Александр Александрович,1,10,0
Змиевской Григорий Николаевич,1,4,0
Иванов Константин Игоревич,1,4,0
Касимова Татьяна Леонидовна,1,0,1
Коновалов Борис Сергеевич,1,4,0
Кроон Иннокентий Владимирович,1,15,0
Курносенков Сергей Александрович,1,0,0
Ломакина Мария Андреевна,1,4,0
Мельников Александр Николаевич,1,10,0
Новикова Ирина Владимировна,1,5,0
Нурлыбаев Алексей Кубейсинович,1,0,0
Ольшанский Игорь Витальевич,3,10,0
Орлов Егор Андреевич,3,7,0
Осинцев Алексей Дмитриевич,3,5,0
Отиашвили-Бриони Эдуард Суликоевич,3,7,0
Пахомов Владимир Николаевич,3,10,0
Передрий Дмитрий Валерьевич,3,3,0
Славинская Татьяна Игоревна,3,10,0
Старосельский Борис Юрьевич,3,3,0
Сулейманов Евгений Азатович,3,0,0
